schoolname,for profit,tuition revenue per fte,branches,instructional expenditure per fte,faculty salary,under investigation,5 year declining balance,7 yr repayment completion,percent fafsa,percent pell grant,type
California University of Pennsylvania,non profit,7890.0,1,7490.0,9645.0,no,0.6765140325,0.839715049,0.483061101,0.520266183,non profit
Cheyney University of Pennsylvania,non profit,3048.0,1,9372.0,9919.0,no,0.272479564,0.6210526316,0.8014388489,0.835971223,non profit
Clarion University of Pennsylvania,non profit,7355.0,1,7999.0,9556.0,no,0.6901147723,0.9036144578,0.4033171521,0.553398058,non profit
East Stroudsburg University of Pennsylvania,non profit,9139.0,1,7383.0,9371.0,no,0.765940902,0.9076638966,0.579928952,0.512433393,non profit
Edinboro University of Pennsylvania,non profit,6451.0,1,9407.0,9357.0,no,0.6222497676,0.8372591006,0.5141700405,0.633051159,non profit
Kutztown University of Pennsylvania,non profit,7538.0,1,8776.0,8887.0,no,0.7828156313,0.9243061396,0.6022364217,0.458238247,non profit
Lock Haven University,non profit,6927.0,1,7851.0,9758.0,no,0.7340110123,0.8946772367,0.4453574363,0.513968776,non profit
Mansfield University of Pennsylvania,non profit,6375.0,1,9456.0,9460.0,no,0.7210123602,0.8852941176,0.4077253219,0.532188841,non profit
Millersville University of Pennsylvania,non profit,7616.0,1,8254.0,9696.0,no,0.7912263849,0.912347561,0.594702364,0.466248932,non profit
Shippensburg University of Pennsylvania,non profit,7315.0,1,8947.0,9792.0,no,0.8117394417,0.9295774648,0.5560960778,0.434478565,non profit
Slippery Rock University of Pennsylvania,non profit,7048.0,1,7365.0,9650.0,no,0.7708628006,0.9020771513,0.4711538462,0.435550936,non profit
West Chester University of Pennsylvania,non profit,8975.0,1,7851.0,9185.0,no,0.8311089541,0.9316091954,0.611745244,0.377998346,non profit
Pennsylvania State University,non profit,15912.25,23,11742.291666666666,8103.269117292871,no,0.7690493968,0.9152528277000004,0.5250025289,0.4652190039999999,non profit
Villanova University ,non profit,15498.026398000624,2,10015.855513901906,6484.229407514451,no,0.7400204708,0.8333333333,0.7344827586,0.406896552,non profit
Cairn University,non profit,10727.0,1,7527.0,5712.0,no,0.745526839,0.9102564103,0.5754985755,0.575498576,non profit
Philadelphia College of Osteopathic Medicine,non profit,34269.0,1,16511.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,non profit
University of the Sciences,non profit,22797.0,1,12724.0,7716.0,no,0.8876678877,0.9485714286,0.8180451128,0.433082707,non profit
Philadelphia University,non profit,19934.0,1,9712.0,8235.0,no,0.8190954774,0.9033613445,0.7040816327,0.470068027,non profit
Pittsburgh Theological Seminary,non profit,2195.0,1,21426.0,9490.0,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,non profit
Point Park University,non profit,17108.0,1,9247.0,7968.0,no,0.5971043435,0.8144192256,0.5730706076,0.54789272,non profit
Reformed Presbyterian Theological Seminary,non profit,4663.0,1,4787.0,5139.0,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,non profit
Robert Morris University,non profit,17137.0,1,7471.0,9999.0,no,0.7234886026,0.8801843318,0.4941356451,0.43600204,non profit
Rosemont College,non profit,13889.0,1,5995.0,5236.0,no,0.6094276094,0.8617021277,0.773006135,0.634969325,non profit
Seton Hill University,non profit,14235.0,1,9026.0,7116.0,no,0.7167883212,0.8443708609,0.5786314526,0.481392557,non profit
Saint Charles Borromeo Seminary,non profit,14503.0,1,10753.0,3403.0,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,non profit
Saint Francis University,non profit,13596.0,1,8103.0,6534.0,no,0.8170144462,0.6995418344619443,0.5423122765,0.446960668,non profit
Saint Joseph's University,non profit,23780.0,1,12184.0,8854.0,no,0.8496688742,0.9267935578,0.8049792531,0.247406639,non profit
Saint Vincent College,non profit,15642.5,1,9380.0,5427.0,no,0.8649517685,0.9180327869,0.6513317191,0.371670702,non profit
Susquehanna University,non profit,18030.0,1,11187.0,8035.0,no,0.9014492754,0.9447368421,0.7607555089,0.359916055,non profit
Swarthmore College,non profit,27431.0,1,32124.0,12156.0,no,0.9201680672,0.6995418344619443,0.4636515619105719,0.460144928,non profit
Temple University,non profit,20016.0,1,12889.0,9835.0,no,0.7511011152,0.8870844478,0.7027925532,0.480551862,non profit
Thiel College,non profit,13022.0,1,7217.0,6422.0,no,0.6596701649,0.8789808917,0.6170940171,0.536752137,non profit
University of Pennsylvania,non profit,34560.0,1,49018.0,15855.0,no,0.8944281525,0.9523809524,0.5310457516,0.458061002,non profit
University of Pittsburgh,non profit,12811.8,5,9359.8,7308.2,no,0.7943465324,0.9286898839,0.6196639182,0.37094249,non profit
University of Scranton,non profit,20816.0,1,11042.0,9729.0,no,0.858345021,0.9418181818,0.8272218769,0.287134866,non profit
Ursinus College,non profit,20530.0,1,13593.0,8740.0,no,0.8600682594,0.9361702128,0.8426470588,0.302941177,non profit
Valley Forge Military College,non profit,28816.0,1,12616.0,4683.0,no,0.5606060606,0.6995418344619443,0.5849056604,0.663522013,non profit
Villanova University,non profit,26473.0,1,15732.0,10551.0,no,0.9227688787,0.9700722394,0.848181339,0.254612546,non profit
Washington & Jefferson College,non profit,21989.0,1,14530.0,7698.0,no,0.8553791887,0.9396984925,0.7830940989,0.344497608,non profit
Waynesburg University,non profit,12351.0,1,8616.0,6986.0,no,0.7761806982,0.9024390244,0.5236363636,0.410909091,non profit
Westminster College,non profit,12104.0,1,8960.0,6631.0,no,0.8448275862,0.9405940594,0.6327683616,0.45574388,non profit
Westminster Theological Seminary,non profit,7467.0,1,5458.0,5940.0,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,non profit
Wilkes University,non profit,15692.0,1,8243.0,8405.0,no,0.7790492958,0.9071729958,0.6870286576,0.480392157,non profit
Pennsylvania College of Technology,non profit,16354.0,1,11894.0,9145.0,no,0.7106109325,0.905511811,0.2887918486,0.559243086,non profit
Wilson College,non profit,11662.0,1,10092.0,6512.0,no,0.7278106509,0.8260869565,0.4572271386,0.513274336,non profit
York College Pennsylvania,non profit,13702.0,1,8285.0,6820.0,no,0.8308045977,0.9221153846,0.5873674504,0.380820655,non profit
Brown University,non profit,30816.0,1,33278.0,13754.0,no,0.9215270414,0.9529220779,0.6720128308,0.489174018,non profit
Bryant University,non profit,24035.0,1,9281.0,13399.0,no,0.89218107,0.9621451104,0.8132678133,0.27027027,non profit
Johnson & Wales University,non profit,12948.2,4,5068.6,8384.4,no,0.6628302995,0.8596401028,0.5308918784,0.563776781,non profit
Providence College,non profit,24528.0,1,12912.0,9492.0,no,0.881397238,0.9524590164,0.8349885409,0.258212376,non profit
Rhode Island College,non profit,6297.0,1,7544.0,7527.0,no,0.6716604245,0.8886486486,0.7533950617,0.62962963,non profit
Community College of Rhode Island,non profit,2947.0,1,5916.0,6734.0,no,0.583383869,0.8528138528,0.3718946583,0.818210897,non profit
Rhode Island School of Design,non profit,36379.0,1,23184.0,7840.0,no,0.8655804481,0.9625360231,0.8072562358,0.37414966,non profit
Roger Williams University,non profit,23670.5,2,16497.5,12490.0,no,0.8567708333,0.9506578947,0.86140254,0.270568747,non profit
Salve Regina University,non profit,18905.0,1,8474.0,9406.0,no,0.8892857143,0.6995418344619443,0.909284952,0.29135539,non profit
University of Rhode Island,non profit,12695.0,1,8202.0,9502.0,no,0.7549019608,0.9080174021,0.8424089434,0.397403534,non profit
Allen University,non profit,9347.0,1,5220.0,4676.0,no,0.1501901141,0.2698412698,0.7455516014,0.909252669,non profit
Anderson University,non profit,12871.0,1,5479.0,5595.0,no,0.6577840112,0.8191489362,0.5654281099,0.482229402,non profit
Charleston Southern University,non profit,11984.0,1,6179.0,6057.0,no,0.5745125348,0.8220502901,0.5997807018,0.612938597,non profit
Benedict College,non profit,10181.0,1,4074.0,5670.0,no,0.1698113208,0.3611111111,0.7432258065,0.885806452,non profit
Bob Jones University,for profit,10190.0,1,6692.0,4185.0,no,0.8633193863,0.6995418344619443,0.3514902364,0.722507708,for profit
Southern Wesleyan University,non profit,12201.0,1,6302.0,5282.0,no,0.5060465116,0.7196029777,0.5642594859,0.651162791,non profit
Citadel Military College of South Carolina,non profit,10986.0,1,9361.0,8359.0,no,0.755829904,0.9044776119,0.5221579961,0.430635838,non profit
Claflin University,non profit,10439.0,1,7699.0,6292.0,no,0.2764044944,0.6039325843,0.6535433071,0.825896763,non profit
Clemson University,non profit,14109.0,1,11952.0,10159.0,no,0.8373424971,0.925265188,0.6500359799,0.404653394,non profit
University of South Carolina,non profit,2435.0,1,5854.0,5701.0,no,0.4451901566,0.6995418344619443,0.5788497217,0.73283859,non profit
Coker College,non profit,11592.0,1,6067.0,5302.0,no,0.4752321981,0.7301587302,0.6137281292,0.652759085,non profit
College of Charleston,non profit,12765.0,1,8994.0,8182.0,no,0.6726167869,0.8361344538,0.6623918879,0.480763495,non profit
Columbia International University,non profit,10344.0,1,6594.0,4515.0,no,0.7361111111,0.904,0.5555555556,0.701149425,non profit
Columbia College,non profit,11916.0,1,8566.0,6176.0,no,0.5110132159,0.8045454545,0.5054678007,0.669501823,non profit
Converse College,non profit,8503.0,1,6560.0,6278.0,no,0.6535947712,0.8666666667,0.6089613035,0.578411405,non profit
Erskine College,non profit,9095.0,1,7868.0,5584.0,no,0.8223350254,0.8938053097,0.638483965,0.562682216,non profit
Furman University,non profit,22158.0,1,18080.0,9064.0,no,0.8816964286,0.9340974212,0.7442572741,0.343032159,non profit
Lander University,non profit,5622.0,1,5161.0,5876.0,no,0.5469283276,0.8325791855,0.6453022578,0.666423889,non profit
Limestone College,non profit,11408.0,1,5196.0,5062.0,no,0.4669603524,0.689747004,0.5715658021,0.709894332,non profit
Lenoir,non profit,13013.0,1,20889.0,6941.0,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,non profit
Medical University of South Carolina,non profit,16332.0,1,39537.0,10256.0,no,0.8430656934,0.6995418344619443,0.2222222222,0.060025543,non profit
Morris College,non profit,10840.0,1,9093.0,5028.0,no,0.2022838499,0.4255319149,0.7155824508,0.916792738,non profit
Newberry College,non profit,11014.0,1,6619.0,5255.0,no,0.5726681128,0.84375,0.6666666667,0.602870813,non profit
North Greenville University,non profit,6921.0,1,5010.0,5737.0,no,0.6136680614,0.8685121107,0.534562212,0.61843318,non profit
Presbyterian College,non profit,15681.0,1,10008.0,7554.0,no,0.8513931889,0.9378531073,0.6692708333,0.489583333,non profit
South Carolina State University,non profit,9450.0,1,9363.0,6927.0,no,0.2943986105,0.6420168067,0.7453968254,0.85968254,non profit
Spartanburg Methodist College,non profit,8452.0,1,3776.0,5670.0,no,0.4861111111,0.6404494382,0.6362559242,0.702606635,non profit
University of South Carolina,non profit,6504.0,2,8332.5,7517.5,no,0.7184103261,0.8867507886,0.6733710707,0.428399374,non profit
University of South Carolina,non profit,5480.0,1,6588.0,6533.0,no,0.5923728814,0.838012959,0.6311084625,0.614421931,non profit
University of South Carolina,non profit,6769.0,1,6669.0,6418.0,no,0.4892367906,0.824742268,0.6296975252,0.6131989,non profit
Coastal Carolina University,non profit,11646.0,1,8475.0,7439.0,no,0.6501057082,0.8511450382,0.6141356256,0.526456543,non profit
University of South Carolina,non profit,2067.0,1,5218.0,5389.0,no,0.318,0.6,0.5645756458,0.831488315,non profit
Voorhees College,non profit,8211.0,1,7954.0,4213.0,no,0.2217090069,0.5747126437,0.7368421053,0.92631579,non profit
Winthrop University,non profit,8451.0,1,8526.0,7402.0,no,0.5760077708,0.789640592,0.6056521739,0.606521739,non profit
Wofford College,non profit,15800.0,1,10695.0,7930.0,no,0.8540772532,0.904494382,0.8078431373,0.407843137,non profit
Augustana University,non profit,12544.0,1,10732.0,6531.0,no,0.8769898698,0.9735449735,0.5544715447,0.344715447,non profit
Black Hills State University,non profit,6137.0,1,5968.0,6957.0,no,0.6998304127,0.9124423963,0.4301538462,0.551384615,non profit
Dakota Wesleyan University,non profit,9594.0,1,5512.0,5187.0,no,0.664556962,0.8309859155,0.4303178484,0.471882641,non profit
Dakota State University,non profit,7158.0,1,8374.0,7242.0,no,0.761627907,0.9548387097,0.4617486339,0.49726776,non profit
Mount Marty College,non profit,9908.0,1,7255.0,5788.0,no,0.7623966942,0.8823529412,0.506097561,0.512195122,non profit
Northern State University,non profit,5162.0,1,6889.0,6897.0,no,0.7187153931,0.9005376344,0.39958159,0.516736402,non profit
Presentation College,non profit,14077.0,1,5930.0,4809.0,no,0.6720321932,0.8531468531,0.4672268908,0.453781513,non profit
University of Sioux Falls,non profit,10931.0,1,6919.0,6205.0,no,0.8,0.6995418344619443,0.5109375,0.428125,non profit
South Dakota School of Mines and Technology,non profit,8909.0,1,10832.0,9124.0,no,0.8072289157,0.9563636364,0.4816650149,0.42913776,non profit
South Dakota State University,non profit,7493.0,1,7951.0,7698.0,no,0.8277890926,0.9560830861,0.4119483764,0.404662781,non profit
University of South Dakota,non profit,7037.0,1,9166.0,7406.0,no,0.7295597484,0.9432565789,0.4142194745,0.449768161,non profit
Aquinas College,non profit,13690.0,1,10033.0,5160.0,no,0.5557404326,0.7708333333,0.6914285714,0.542857143,non profit
Austin Peay State University,non profit,5850.0,1,7338.0,6836.0,no,0.5020222447,0.8081232493,0.4966374567,0.729570002,non profit
Belmont University,non profit,22886.0,1,9317.0,8696.0,no,0.8161708619,0.8919382504,0.6888652104,0.36707512,non profit
Bethel University,non profit,8685.0,1,6356.0,3989.0,no,0.4156804734,0.6991150442,0.5027982327,0.790868925,non profit
Carson,non profit,13234.0,1,7223.0,5567.0,no,0.6637824475,0.8551724138,0.7484210526,0.590526316,non profit
Christian Brothers University,non profit,12812.0,1,6825.0,6193.0,no,0.5634517766,0.8216216216,0.7275494673,0.587519026,non profit
Columbia State Community College,non profit,2921.0,1,5269.0,5081.0,no,0.5072217502,0.7483443709,0.4800146681,0.803447011,non profit
Covenant College,non profit,13871.0,1,8640.0,6904.0,no,0.7693693694,0.6995418344619443,0.7052023121,0.462427746,non profit
Cumberland University,non profit,9184.0,1,5404.0,5511.0,no,0.5796296296,0.842519685,0.6151645207,0.494992847,non profit
Lipscomb University,non profit,18048.0,1,9956.0,7184.0,no,0.7455752212,0.890625,0.5790679908,0.360580596,non profit
East Tennessee State University,non profit,7690.0,1,12995.0,6676.0,no,0.5907599091,0.827826087,0.5465523958,0.680366186,non profit
Fisk University,non profit,11089.0,1,8400.0,6043.0,no,0.350931677,0.5172413793,0.8567708333,0.723958333,non profit
Freed,non profit,10319.0,1,6658.0,6205.0,no,0.702247191,0.9087947883,0.553968254,0.492063492,non profit
Hiwassee College,non profit,7997.0,1,3784.0,3083.0,no,0.527607362,0.6995418344619443,0.7242798354,0.757201646,non profit
Johnson University Florida,non profit,8435.0,2,4748.5,6757.0,no,0.7313432836,0.6995418344619443,0.6908850727,0.688243065,non profit
King University,non profit,9653.0,1,4855.0,6295.0,no,0.7192513369,0.8421052632,0.5628218332,0.633367662,non profit
Lane College,non profit,9188.0,1,4728.0,4817.0,no,0.1449541284,0.3350253807,0.8133874239,0.936105477,non profit
Lee University,non profit,9839.0,1,5604.0,5854.0,no,0.6455525606,0.6995418344619443,0.5487207403,0.627653783,non profit
Le Moyne,non profit,9992.0,1,5045.0,4791.0,no,0.1830985915,0.6995418344619443,0.7816993464,0.903267974,non profit
Lincoln Memorial University,non profit,19297.0,1,12918.0,6226.0,no,0.6124634859,0.7886178862,0.668241966,0.673913044,non profit
Martin Methodist College,non profit,9818.0,1,5199.0,5494.0,no,0.4669338677,0.7653061224,0.6690042076,0.727910238,non profit
Maryville College,non profit,12304.0,1,6739.0,6391.0,no,0.7672583826,0.8366013072,0.79346211,0.609212481,non profit
Meharry Medical College,non profit,34663.0,1,32856.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,non profit
Memphis College of Art,non profit,15911.0,1,8870.0,3878.0,no,0.4437086093,0.6478873239,0.6974789916,0.705882353,non profit
University of Memphis,non profit,7951.0,1,9720.0,8374.0,no,0.4278574883,0.6512361915,0.669312933,0.701789838,non profit
Middle Tennessee State University,non profit,6180.0,1,8512.0,7094.0,no,0.5841166546,0.8284,0.5826126536,0.661015021,non profit
Milligan College,non profit,13610.0,1,6417.0,5892.0,no,0.7576601671,0.8529411765,0.6828703704,0.497685185,non profit
Southern College of Optometry,non profit,28482.0,1,23526.0,9728.0,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,non profit
Southern Adventist University,non profit,15274.0,1,9524.0,4523.0,no,0.7181372549,0.9064516129,0.6326326326,0.598598599,non profit
Rhodes College,non profit,18787.0,1,14453.0,8062.0,no,0.9183098592,0.9239766082,0.844,0.324,non profit
Tennessee State University,non profit,6968.0,1,10204.0,6999.0,no,0.3647278549,0.5907335907,0.7502362949,0.81758034,non profit
Tennessee Technological University,non profit,5681.0,1,7404.0,7523.0,no,0.6957186544,0.8577075099,0.5364004044,0.631698686,non profit
Tennessee Temple University,non profit,7482.0,1,1694.0,2197.0,no,0.5746031746,0.6995418344619443,0.5882352941,0.848039216,non profit
